job_id,category,job_title,job_description,job_skill_set
3903443589,finance,director of finance,opportunityour client is a global food manufacturer that has delighted customers with authentic flavors of asian latin and other international appetizers and entrees for over 30 years their organization has doubled in size in the last 5 years and they specialize in private label food production or comanufacturing products with their clients based in the dallas area today their products can be found in over 60 of food retailers nationwide reporting directly to firm ownership this finance director position is a unique opportunity for highly motivated and detailoriented professions with a strong understanding of running financial operations within the food  beverage manufacturing space as the director of finance you will be the primary expert for all fpa initiatives within the company scope of workmaintain fixed asset register depreciation and amortization schedules and prepare 13week cash flowprepare weekly flash reports and monthlyquarterly board meeting presentations oversee all fpa reporting functions building out and expanding additional reporting details as required by firm leadership project stakeholdersclients and potential investorsestablish track and analyze kpis such as profitability by customer and product to drive business insightsspearhead annual budgeting processregularly participate in biweekly monthly and quarterly board calls maintain a strong working relationship with all members of leadership and pe partnersassist sales team with pricing and costing analyticsprepare monthly fs including cfs ebitda add backs revenue detail cogs detail opex detail bank covenants nwc capex comparisons to budget and prior yearanalyze capex projects ie roi analysesact as the liaison between the firm and its investment partnersbecome netsuite superuser to leverage all capabilities deliver insights and help guide decisionmakingassist with audit and tax communications and information requestsrecommend and implement revenue enhancing or cost saving insights as identifiedoversee and provide mentorship to other accounting resources ideal candidate profilebachelors degree in accounting or finance mba preferred cpa or cfe certification preferred but not required 8 years of work experience in an accounting or finance position with 3 years in an ma tas or qofe focused role is ideal a combination of public accounting and industry work is desired work experience in food  beverage or manufacturing is required oracle netsuite erp experiencebilingual mandarin is desired but not requiredfamiliar and eager to work in an entrepreneurial organization that is poised for highgrowth bt executive search bt finance executive search llc excels in connecting accomplished finance accounting and executive leadership talent with top companies in the southeast our recruiting experts work diligently to shape the future of leadership through deep industry knowledge and a commitment to excellence enabling us to forge unmatched connections between leading companies and the best talent bennett thrasher finance executive search differentiates itself by emphasizing strong client relationships and our recruiting team is dedicated to finding the right opportunities for individuals making placements and ensuring professional and personal growth the divisions commitment to fostering these relationships sets it apart in the competitive senior level talent acquisition landscape bt finance executive search llc follows all applicable eeo laws and our commitment to diversity equity and inclusion extends throughout our recruitment practice for all clients we actively seek to attract talent from diverse backgrounds and perspectives,"['leadership', 'communication', 'mentorship', 'relationship building', 'team collaboration', 'financial operations', 'fp&a', 'budgeting', 'cash flow management', 'kpi analysis', 'accounting', 'oracle netsuite erp', 'financial reporting', 'cost analysis', 'm&a experience', 'tax compliance', 'audit coordination', 'financial modeling', 'analytical thinking', 'detail-oriented', 'problem solving', 'adaptability', 'entrepreneurial mindset']"
3894542993,finance,"manager, fp&a-strategic tech finance",west creek 4 12074 united states of america richmond virginiamanager fpastrategic tech finance provide financial support for the fpa tech strategy finance team including development of methodologies and processes that provide transparency to financial results analyzing current financial results to identify and address evolving business issues and opportunities and supporting capital ones tech function as they plan for new initiatives roles require strong communication problem solving ability to collaborate crossfunctionally and strong influencing skills in order to effectively articulate outcomes of analysis and relevant insights partner with business leadership to assess the financial implications of various initiatives develop presentations to communicate business and analysis results to senior leadership audiences general responsibilities financial analysis  reporting accurately analyze  explain key drivers and manage the regular reporting process budgeting forecasting and profit  loss pl management executive business presentations assist in development of presentations to communicate analysis results to senior audiences clearly articulate outcomes of analysis to leadership teams adhoc requests on acquisition related topics independently manage prioritize and delegate tasks act as project lead for certain responsibilities on the team basic qualifications bachelors degree or military experience at least 4 years experience in financial analysis at least 4 years experience with financial modeling at least 1 year of experience managing a financial planning  analysis fpa function preferred qualifications masters degree in business administration mba or masters degree in finance economics or accounting chartered financial analyst cfa license or certified public accountant cpa license at least 6 years of experience in financial analysis at least 6 years of experience with financial modeling at least 3 years of experience managing a financial planning  analysis fpa function at this time capital one will not sponsor a new applicant for employment authorization for this position capital one offers a comprehensive competitive and inclusive set of health financial and other benefits that support your total wellbeing learn more at the capital one careers website  eligibility varies based on full or parttime status exempt or nonexempt status and management level this role is expected to accept applications for a minimum of 5 business daysno agencies please capital one is an equal opportunity employer committed to diversity and inclusion in the workplace all qualified applicants will receive consideration for employment without regard to sex including pregnancy childbirth or related medical conditions race color age national origin religion disability genetic information marital status sexual orientation gender identity gender reassignment citizenship immigration status protected veteran status or any other basis prohibited under applicable federal state or local law capital one promotes a drugfree workplace capital one will consider for employment qualified applicants with a criminal history in a manner consistent with the requirements of applicable laws regarding criminal background inquiries including to the extent applicable article 23a of the new york correction law san francisco california police code article 49 sections 49014920 new york citys fair chance act philadelphias fair criminal records screening act and other applicable federal state and local laws and regulations regarding criminal background inquiries if you have visited our website in search of information on employment opportunities or to apply for a position and you require an accommodation please contact capital one recruiting at 18003049102 or via email at recruitingaccommodationcapitalonecom  all information you provide will be kept confidential and will be used only to the extent required to provide needed reasonable accommodations for technical support or questions about capital ones recruiting process please send an email to careerscapitalonecom capital one does not provide endorse nor guarantee and is not liable for thirdparty products services educational tools or other information available through this site capital one financial is made up of several different entities please note that any position posted in canada is for capital one canada any position posted in the united kingdom is for capital one europe and any position posted in the philippines is for capital one philippines service corp copssc,"['financial analysis', 'budgeting', 'forecasting', 'p&l management', 'presentation development', 'project management', 'process improvement', 'communication', 'problem solving', 'collaboration', 'influencing', 'prioritization', 'delegation', 'analytical thinking', 'leadership', 'financial modeling', 'methodology development']"
3904956273,finance,staff data engineer - people & finance tech (remote),geico is seeking a staff data engineer with a passion for building highperformance low maintenance zerodowntime platforms and applications you will help drive our insurance business transformation as we transition from a traditional it model to a tech organization with engineering excellence as its mission while cocreating the culture of psychological safety and continuous improvement the staff engineer is a lead member of the engineering staff working across the organization to provide a frictionless experience to our customers and maintain the highest standards of protection and availability our team thrives and succeeds in delivering highquality technology products and services in a hypergrowth environment where priorities shift quickly the ideal candidate is a lead data engineer with experience in etl or elt processing with sqlnosql databases a background in transforming existing tech to new open source technologies ideally postgres as well as a strong development background in spark scala java andor python position responsibilities as a staff data engineer you will focus on multiple areas and provide leadership to the engineering teamsown complete solution across its entire life cycleinfluence and build vision with product managers team members customers and other engineering teams to solve complex problems for building enterpriseclass business applicationsaccountable for the quality usability and performance of the solutionslead in design sessions and code reviews to elevate the quality of engineering across the organizationutilize programming languages like python c or other objectoriented languages sql and nosql databases container orchestration services including docker and kubernetes and a variety of azure tools and servicesmentor more junior team members professionally to help them realize their full potentialconsistently share best practices and improve processes within and across teams qualifications fluency and specialization with at least two modern languages such as java c python or c including objectoriented designexperience in building products using microservices oriented architecture and extensible rest apisexperience building the architecture and design architecture design patterns reliability and scaling of new and current systemsexperience with continuous delivery and infrastructure as codefluency in devops concepts cloud architecture and azure devops operational frameworkexperience in leveraging powershell scriptingexperience in existing operational portals such as azure portalexperience with application monitoring tools and performance assessmentsexperience in datacenter structure capabilities and offerings including the azure platform and its native servicesexperience in security protocols and products understanding of active directory windows authentication saml oauthexperience in azure network subscription security zoning etcexperience in genesisindepth knowledge of cs data structures and algorithmsknowledge of developer tooling across the software development life cycle task management source code building deployment operations realtime communicationgit and the overall git lifestylegraphdbbig data and the tooling on our big data platform hive kafkaload test tooling gatlingknowledge of troubleshooting tools dynatrace thousand eyes influx spark gui yarn logs etl metrics grafana or equivalentcontainerization using docker and kubernetesunderstanding of java programming fundamentalsexperience in spring boot frameworkweb service apis with technologies such as rest and graphqlexperience with sql queriesunderstanding of cicd tooling jenkins gradle artifactory etcexperience with an enterprise reporting tool such as powerbi qlik or microstrategy experience 6 years of professional experience in data software development programming languages and developing with big data technologies 4 years of experience in opensource frameworks3 years of experience with architecture and design3 years of experience with aws gcp azure or another cloud service education bachelors degree in computer science information systems or equivalent education or work experience annual salary 11000000  23650000 the above annual salary range is a general guideline multiple factors are taken into consideration to arrive at the final hourly rate annual salary to be offered to the selected candidate factors include but are not limited to the scope and responsibilities of the role the selected candidates work experience education and training the work location as well as market and business considerations geico will consider sponsoring a new qualified applicant for employment authorization for this position benefits as an associate youll enjoy our total rewards program to help secure your financial future and preserve your health and wellbeing including premier medical dental and vision insurance with no waiting periodpaid vacation sick and parental leave401k plantuition reimbursementpaid training and licensuresbenefits may be different by location benefit eligibility requirements vary and may include length of service coverage begins on the date of hire must enroll in new hire benefits within 30 days of the date of hire for coverage to take effect the equal employment opportunity policy of the geico companies provides for a fair and equal employment opportunity for all associates and job applicants regardless of race color religious creed national origin ancestry age gender pregnancy sexual orientation gender identity marital status familial status disability or genetic information in compliance with applicable federal state and local law geico hires and promotes individuals solely on the basis of their qualifications for the job to be filled geico reasonably accommodates qualified individuals with disabilities to enable them to receive equal employment opportunity andor perform the essential functions of the job unless the accommodation would impose an undue hardship to the company this applies to all applicants and associates geico also provides a work environment in which each associate is able to be productive and work to the best of their ability we do not condone or tolerate an atmosphere of intimidation or harassment we expect and require the cooperation of all associates in maintaining an atmosphere free from discrimination and harassment with mutual respect by and for all associates and applicants,"['leadership', 'collaboration', 'problem solving', 'communication', 'continuous improvement', 'etl', 'elt', 'sql', 'nosql', 'postgres', 'spark', 'scala', 'java', 'python', 'c#', 'docker', 'kubernetes', 'azure', 'powershell', 'git', 'graphdb', 'big data', 'hive', 'kafka', 'gatling', 'dynatrace', 'grafana', 'spring boot', 'rest', 'graphql', 'ci/cd', 'powerbi', 'qlik', 'microstrategy', 'mentoring', 'adaptability', 'psychological safety']"
3885103686,finance,finance manager,job title finance managerlocation bridgewater njduration 12 months with possibility of extension notesthe position is hybrid estimated 2 days onsite please note this office is relocating to a new building location at 21 south street morristown nj in may 2024  this is about 20 minutes from the current work location candidate must be flexible to work overtime as peak demands and business needs occur local candidates only free parking onsite the manager is firm on minimum degree requirements  and bachelors degree must be specific to accounting or finance musthave experience  810 years of related manager level or equivalent in finance  experience processing monthly accounting close  controlling experience forecasting experience  tm1  forecasting tool sap bw dashboard excelpowerpoint  intermediatelevel excel  pivots lookups and macros  experience with global companies consumer packaged goods not necessarily health care preferred nice to have  ibp experience integrated business process typically consumer goods background  mba andor cpa is preferred job descriptionplease note this office is relocating to a new building location at 21 south street morristown nj in may 2024  this is about 20 minutes from the current bridgewater location hybrid rolereporting to the head of na chc business analysis  controlling the chc project manager will be responsible for regional consolidation the na chc budget forecast and actuals partner with ecommerce sales team to complete monthly sales reporting responsible for headcount reporting in conjunction with people  culture processing of quarterly royalty payments for jv partners monthly ibp valorization other activities and deliverables such as preparing budget presentations financial presentations and other projects requested by management this primary function of this role is to assist and support operational activities such as monthly accounting close and forecast cycle main duties and responsibilities preparation of the monthly quarterly and annual financial reports and associated analyses including net sales commentary monthly performance review budgetforecast presentations for review by head of na chc business analysis  controlling consolidate customer sales data for ecommerce team and report to global bac through tm1 working with people  culture to make any necessary corrections on a monthly basis to ensure accurate headcount tracking manage any audit requests through connect analysis and tracking of quarterly royalty payments to alza prepare and submit supporting documentation to invoice jv partnership for work on multi year projects monthly ibp valorization provide updates to boost coe for missing and incorrect gmid product details to support accurate demand forecast other tasks and duties as delegated by the head of na chc financial performance requirementseducational backgroundbachelors degree in accounting or in finance is requiredmba andor cpa is preferredprofessional experience8 years of work experience preferably in corporate finance or accounting environment high level of financial information systems knowledge preferably sap tm1 and hfm able to work in a fastpaced and demanding environment able to multitask with proven followthrough and adherence to changing priorities and deadlines major skills and competencies strong analytical and communication skills presentation listening and written knowledge of generally accepted accounting principles ifrs and us gaap advanced excel skills must be able to download data and use pivot tables vlook ups macros etc sap and tm1 preferred able to work in a fastpaced and demanding environment able to multitask with proven followthrough and adherence to changing priorities and deadlines ability to organize manage and prioritize deadlines systemtools intermediate capabilities tm1sapbw dashboard excelpowerpoint main interactions global business analytics  controlling gbu finance team controlling  global  industrial affairs research development  internal control finance teams na finance business partners from other business units  corporate teams  global support functions  global business services people  culture ecommerce sales team internal  external auditors department is responsible for overall monthly book closing they have 3 forecast cycles per yearannual business plan overall reporting of north america for chc eeomindlance is an equal opportunity employer and does not discriminate in employment on the basis of minoritygenderdisabilityreligionlgbtqiageveterans,"['accounting', 'finance', 'excel', 'powerpoint', 'forecasting', 'financial reporting', 'budgeting', 'gaap', 'data analysis', 'multi-tasking', 'communication', 'analytical thinking', 'presentation skills', 'organizational skills', 'flexibility', 'team collaboration', 'problem solving', 'time management', 'tm1', 'sap', 'ifrs', 'royalty payments', 'headcount reporting']"
3904928896,finance,volunteer: opportunity alert: finance coordinator needed for cyber defense & intelligence center,at the cyber defense and intelligence center we are committed to fortifying the digital world by pioneering comprehensive research in cybersecurity and cybercrime we engage in the development of cuttingedge educational programs foster robust workforce development and cultivate strategic alliances across public and private spheres through our focused exhibits and research projects we strive to ignite a widespread passion for technological innovation underscored by a deep respect for ethical practices our vigilant eye on emergent threats and dedication to promoting robust safety measures stand as a bulwark protecting the integrity of our digital future the cyber defense and intelligence center cdic a stateoftheart hub for cyber operations and intelligence gathering is seeking dynamic and proactive volunteers to join our growing team we are currently in need of a finance coordinator are you organized detailoriented and great with people our administrative team needs your skills you will be a key member of our team assisting with the management and oversight of the organizations financial operations your expertise will help ensure fiscal responsibility transparency and the continued success of our programs and initiatives you have a passion for cybersecurity and want to use your education or experience in finance to help support our organization if interested please complete online application https wwwcyberintelnetworkorgpositions key responsibilities support the director of administration with daily accounting and finance tasks ensuring compliance with nonprofit financial policies and proceduresassist in the preparation of the annual budget and periodic financial forecastshelp oversee and manage organization receivables and payablesconduct regular reconciliations of all accounts to ensure accuracyprepare monthly quarterly and annual financial reports and statements for review by the director of administration and board of directorsmaintain the integrity of financial management systems databases and toolsmonitor expenditures and implement costreduction strategiesact as a liaison to department heads providing financial guidance and support in budget managementwork with external auditors during audits and provide all necessary information for the annual financial statementsensure proper financial record keeping and documentation for all transactionsassist with grant reporting monitoring and compliance requirementsparticipate in financial planning and strategy meetings contributing valuable insightsstay abreast of trends and regulations in nonprofit finance to ensure cdics adherence to best practicesqualifications bachelors degree in accounting finance business administration or a related field2 years of financial experience preferably in a nonprofit settingstrong understanding of gaap and financial principles and best practices in the nonprofit sectorproficiency in financial software and advanced excel skillsdetailoriented with strong organizational and time management capabilitiesexcellent communication and interpersonal skills to work effectively across the organizationdemonstrated ability to analyze financial data and prepare accurate reports in a timely fashionexperience with grant accounting and federal fund compliance is a plusan understanding of cybersecurity and related fields is desirable but not essentialgeneral requirements for all volunteers at least 18 years of agea commitment to a minimum volunteer period eg 6 monthsavailability for a certain number of hours per week eg 1020 hourscompletion of a background checkbenefits of volunteering with cdic develop professional skills that are highly valuablesupport the backbone of our operations with your expertise and watch your efforts make a tangible differencecertificate of volunteer service and references upon request this is a volunteer opportunity provided by volunteermatch in partnership with linkedin for good,"['accounting', 'finance', 'financial software', 'financial reporting', 'financial analysis', 'organizational skills', 'time management', 'communication', 'interpersonal skills', 'attention to detail', 'problem solving', 'teamwork', 'gaap', 'excel', 'grant accounting']"
3894279082,finance,finance manager,job summary in this pivotal role within our global consumer product company you will orchestrate the organizations financial planning including budgeting and forecasting to enhance our financial outcomes this position offers a unique opportunity to drive our financial strategies across international markets contributing to our overall growth and success duties  responsibilitiesfinancial planning and analysisspearhead the development and completion of comprehensive annual budgets and financial forecastsanalyze and forecast financial performance including profit loss and cash flow across various product lines and global marketscollaborate with department leads across the organization to devise detailed budgets for payroll capital investments sales targets cost of goods sold operational expenses and merchandise procurementfacilitate senior managements decisionmaking by preparing and presenting budgetary insights through dynamic powerpoint presentations profitability and efficiency optimizationdesign and execute detailed financial analysis reports and models to support strategic decisionmakingconduct indepth analysis of financial statements to identify profitability enhancement opportunities potential risks and strategic advantagesestablish and monitor critical performance indicators to align financial strategies with organizational goalsoptimize corporate spending by analyzing and identifying efficiency improvements in areas including freight travel marketing distribution and operational expensesregularly review and compare budget versus actual financial performance initiating costsaving measures where possible strategic support and market analysisevaluate the financial viability of new business ventures initiatives or investments to guide strategic decisionsserve as a crucial interface between senior management and the finance team of the parent company ensuring smooth communication and information exchangeremain abreast of market trends economic indicators and industry benchmarks particularly in the north american and international markets to inform strategic planningparticipate actively in financial system enhancements and projects to streamline financial operationsrequirements minimum qualificationsa bachelors degree in finance accounting or a related field with an mba or cpa strongly preferredat least 5 years of experience in financial management with a focus on financial planning analysis and control in a multinational business environmentproficiency in large erp financial systems such as oracle or sapadvanced microsoft excel skill set ability to build a model in excel from scratch knowledge skills and abilitiescomprehensive understanding of accounting principles and financial functions coupled with strong analytical capabilitiesexceptional communication and presentation skills capable of conveying complex financial information to diverse audiencesdemonstrated leadership ability and experience managing teams in a dynamic fastpaced environment this role is a gateway to influencing the financial trajectory of a leading international consumer products company offering the chance to make significant contributions to our global success,"['budgeting', 'forecasting', 'financial analysis', 'financial reporting', 'erp systems (oracle, sap)', 'advanced excel', 'accounting principles', 'performance indicators', 'communication', 'presentation skills', 'leadership', 'collaboration', 'analytical thinking', 'strategic thinking', 'problem solving', 'financial planning']"
3905373046,finance,"lead relationship manager, project finance - power and renewable energy",benefits overview a career at cobank can offer you the opportunity to make a personal impact on the people and communities where we do business when you choose a career with cobank you make a difference by standing for something that matters in order to be the best we hire the best remarkable benefits offered by cobank careers with a purpose stand for something timeoff packages 15 days plus of vacation 10 paid sick days and 11 paid holidays competitive compensation  incentive hybrid work model flexible arrangements for most positions benefits packages including medical dental and vision coverage disability add and life insurance robust associate training and development with cobank university tuition reimbursement for higher education up to 10k per year outstanding 401k up to 6 matching and additional 3 nonelective contribution community impact united way angel day volunteer day and associate directed contribution associate resource groups creating a culture of diversity and inclusion recognize a fellow associate through our gem award job description work independently and jointly with deal teams to originate structure and execute power project finance transactions in the us market identify financing solutions for various customers with an emphasis on new business origination develops and implements marketing and account servicing plans to capitalize on marketing opportunities within assigned market andor industry segment develops and supports the divisions account management responsibilities develops new business and manages existing portfolio helps manage the overall profitability and credit quality of a large and complex loan portfolio  and r ecommends credit decisions as appropriate provides mentoring and coaching support to other staff  essential functions work independently and jointly in a deal team setting to originate structure negotiate and execute nonrecourse power and energy infrastructure transactions in the us market identify financing solutions for customers across the debt capital markets with an emphasis on new business origination generate and review pitches and term sheets in collaboration with team leadership oversee the preparation of pitches and market updates for clients as needed participates in establishing overall profitability targets for the portfolio in conjunction with bankgroup profitability targets supports deal structuring and manages large and complex loan portfolio analyzes structures and obtains credit approval for transactions crossmarkets all relevant cobank products and services to meet new business goals for assigned portfolio develops and implements plans to capitalize on marketing opportunities builds portfolio manages relationships and develops new business meets regularly with customers and gathers information on their development needs and strategic direction to determine business opportunities serves as primary negotiator on complex transactions ability to negotiate loan documentation alongside multiple lenders negotiates and documents terms and conditions makes decisions on loans or makes recommendations at the highest lending limits recommends actions in keeping with own analysis of credit worthiness prudently services loans to protect cobank interests and minimize loan losses participates in planning activities for the group contributes expertise to the process on areas of responsibility understanding of market dynamics comparable transactions and analysis of market data to appropriately structure and price new transactions that align with internal credit standards and profitability targets maintains expertise in a designated marketindustry segment and keeps abreast of industry trends technology regulatory requirements and the competitive environment experience and understanding of the power and energy infrastructure industry and evolving tax equity market is critical studies industrial commercial and financial situations relating to new or existing businesses as requested makes recommendations on financial and organization structure locations and other businessrelated issues provides additional guidance or advice to customers as appropriate education bachelors degree required work experience 7 years of relevant experience in banking or financial services industry required physical exertion details medium exerting 20 to 50 pounds of force occasionally andor 10 to 25 pounds of force frequently andor greater than negligible up to 10 pounds of force constantly to move objects physical demand requirements are in excess of those for light work travel requirement details frequent travel occurs very often typically multiple times a week or several times a month about cobank the typical base pay range for this role is between 205049  285121 compensation may vary based on individual jobrelated knowledge skills expertise and experience this position is eligible for a discretionary annual incentive program driven by organization and individual performance the listed salary other compensation and benefits information is accurate as of the date of this posting cobank reserves the right to adjust compensation for all positions and to modify or discontinue benefits programs at any time in its sole discretion subject to applicable law cobank is a cooperative bank serving vital industries across rural america the bank provides loans leases export financing and other financial services to agribusinesses and rural power water and communications providers in all 50 states the bank also provides wholesale loans and other financial services to affiliated farm credit associations serving more than 76000 farmers ranchers and other rural borrowers in 23 states around the country cobank is a member of the farm credit system a nationwide network of banks and retail lending associations chartered to support the borrowing needs of us agriculture rural infrastructure and rural communities headquartered outside denver colorado cobank serves customers from regional banking centers across the us and also maintains an international representative office in singapore reasonable accommodation we are committed to ensuring that our online application process provides an equal employment opportunity to all applicants including qualified individuals with disabilities if you are an applicant with a disability or are assisting an applicant with a disability and require accessibility assistance or would like to request a reasonable accommodation for any aspect of the application process including completing an application interviewing or otherwise participating in the employee selection process please submit a request by emailing recruitingcobankcom include your contact information and specific details about your requested accommodation applicants must be authorized to work for any employer in the us we are unable to sponsor or take over sponsorship of an employment visa at this time cobank is an equal opportunity employer all qualified applicants will receive consideration for employment without regard to race color religion sex sexual orientation national origin disability or status as a protected veteran,"['market analysis', 'marketing strategy', 'teamwork', 'communication', 'problem solving', 'leadership', 'strategic thinking', 'adaptability', 'project finance', 'negotiation', 'credit analysis', 'financial modeling', 'portfolio management', 'business origination', 'loan documentation', 'energy infrastructure', 'customer relationship management', 'financial services', 'regulatory compliance', 'mentoring', 'customer service']"
3889757043,finance,director of finance,director of finance sussex county community college full time  on site reporting directly to the cfo the director of finance assists in the regular financial reporting and analyses of the college and foundation activities oversees the daily processes of the accounting activities and transactions accounts payable grant accounting fixed assets and general accounting and ensures the accuracy and integrity of the regular reporting of such to the administration including the general ledger and financial operating and reporting functions and associated processes summary of responsibilitiesrecording the colleges financial activities on the general ledger including financial reporting and associated all balance sheet account analysisproposes and monitors accounting procedures and systems of internal accounting controleffective utilization of jenzabarcognos as a reporting tool managing college and foundation bank accounts and banking relationships including daily cash balance monitoringprepares for the preparation of the college and foundation the monthly and yearend financial statements and supports the coordination with the external auditors managing and coordinating the annual audit processpreparing interim financial reports including oversight of endowment fund activity temporarily restricted fund and analysis of general ledger account activity  queries data retrieval and maintenance of financial statementssupervises accounting team consisting of senior account and staff accountant qualificationsbachelors degree in accounting andor cpa 5 years of experience in finance or accounting experience with jenzabar cognos and datatelellucian software in an educational environment strong communication presentation and analytical skills salary 85000  95000 per year commensurate with educationexperience to applyplease send cover letter and resume to hrresumesussexedu sussex county community college is an equal opportunity employereffective september 1 2011 the nj first act requires that certain classifications of persons employed by a public higher education institution will have 365 days within which to establish a principal residence in nj failure to comply will render the individual unqualified to continue to hold the position individuals may seek exemption from the residency exemption committee based on critical need or hardship,"['financial reporting', 'accounting', 'data analysis', 'general ledger management', 'financial statements preparation', 'internal accounting control', 'balance sheet analysis', 'communication', 'analytical skills', 'team management', 'problem solving', 'jenzabar', 'cognos', 'audit coordination', 'banking relationships', 'presentation']"
3888977940,finance,finance leader - corporate development,job title finance leader  corporate development job description finance leader corporate development entegris is looking for a finance leader to partner with the corporate development organization to develop strategies that will accelerate company growth the corporate development team supports an active ma program new markets exploration and development of new growth vectors the corporate development finance leader is responsible for 1 leading the valuation modeling and analysis of potential ma bolton  transformational targets and divestiture projects as well as of cvc equity investment options 2 support the evaluation of new tech markets business partnership opportunities build vs partner vs buy and recommend strategies to maximize value creation 3 providing financial oversight to these growth businesses during their incubation or integration phase to ensure they achieve their value creation potential and 4 supporting special projects as assigned by executive leadership this position will be based in our billerica ma headquarters this position provides an exciting opportunity to join a customerdriven and valuesbased organization that is well positioned within rapidly growing industries this is a unique role that will provide direct access to executive leadership and the opportunity to influence the companys growth strategies the successful candidate will become a key member the global finance leadership team and will collaborate with a broad crosssection of the organization to implement new growth strategies this position will report to the cfo and have dotted line to the senior vice president of corporate development in this role you will serves as an influential member of the corporate development team contribute to the corporate growth strategies and priorities align priorities between corporate development and finance functions support evaluation of new markets and business opportunities continuously improve financial valuation methodology and models to ensure robust evaluation of ma opportunities and rigorous but agile evaluation of cvc equity investment options oversee the modeling of all individual opportunities provide fpa oversight to new market partnerships cvc portfolio or ad hoc growth businesses that are aligned under the corporate development organization work to help these businesses meet or exceed their strategic plan  acquisition model commitments monitor and report on the performance vs acquisition model for some period of time support diverse strategic projects as assigned by executive management models entegris pace values and demonstrates one finance behaviors traits we believe make a strong candidate mba or equivalent advanced degree a minimum of seven years experience in consulting investment banking or corporate development or an equivalent combination of training and experience prior experiences with the ma and vccvc processes fpa experience for highgrowthtech business unit is a plus wellversed in valuation concepts and methods ability to assess risk perform scenario analysis and make recommendations ability to effectively communicate recommendations to sr management in formal and informal settings curiosity and ability to coordinate outside research on new markets and target companies strong oral and written communication skills including presentation skills ms powerpoint and business intelligence applications strong problem solving and troubleshooting skills with the ability to exercise mature judgment must be a dynamic and selfstarting individual who is able to work independently or as part of a team with minimal guidance and direction highly collaborative individual capable of working effectively with global colleagues with diverse experiences ability to work under tight deadlines in a fastpaced dynamic global environment where absolute accuracy is expected global orientation capable of working effectively across borders and cultures travel required as necessary to support business development activities your success will be measured by people  teamwork rewarding recognizing and celebrating team success focus on aligning goals and priorities across functions and with customers providing candid feedback and using open and honest communication accountability integrity  trust being transparent doing what we say we will do meeting commitments creativity  innovation collaborating with individuals and teams internally and externally to create unique value taking risks to get to a higher level of performance dedication to excellence hold high expectations for themselves and their teams learn quickly from mistakes  no excuses no blame  solutions focused,"['financial analysis', 'financial oversight', 'project management', 'communication', 'teamwork', 'problem solving', 'independence', 'integrity', 'accountability', 'm&a valuation modeling', 'fp&a oversight', 'business intelligence applications', 'scenario analysis', 'valuation concepts and methods', 'market evaluation', 'collaboration', 'curiosity', 'adaptability', 'creativity']"
3901392479,finance,director of finance, demonstrate adeptness in identifying and fostering talent to align with the companys immediate and longterm strategies supervise mentor and cultivate accounting staff to ensure their performance meets company objectives spearhead crossfunctional teams to optimize business processes challenging existing methodologies to enhance efficiency and sustainability champion the implementation of an erp system pinpointing opportunities for process enhancement across accounting and nonaccounting functions to bolster business insight lead the formulation of annual and periodic business plans and forecasts aimed at fostering growth and profitability conduct monthly pricing and bridge analyses presenting insights to crossfunctional teams and pinpointing areas for enhancement ensure the establishment and execution of optimal net working capital processes driving initiatives to sustain efficiency collaborate with crossfunctional teams to conduct roi analyses on significant business investments or ventures facilitating informed decisionmaking proactively assess and identify business risks and opportunities guiding the team in devising and executing action plans review and ensure adherence to all accounting protocols and procedures prioritizing accuracy and timeliness to forestall issues manage relationships with external cpa firms and oversee annual audit processes lead the seamless integration of mergers and acquisitions enhance the financial literacy of crossfunctional teams,"['erp implementation', 'financial forecasting', 'accounting protocols', 'business process optimization', 'mergers and acquisitions integration', 'leadership', 'mentoring', 'cross-functional collaboration', 'communication', 'strategic thinking', 'problem solving', 'relationship management', 'roi analysis', 'monthly pricing analysis', 'net working capital management', 'risk assessment']"
